Date,Forecast,Lower_95,Upper_95,trend,yearly,holidays
2010-10-22,43795531.236397006,39530585.45006462,47933606.90818801,46987389.462763354,-0.06793010343542993,0.0
2010-10-29,45036729.92239602,40643398.261264555,49215221.001722075,46981311.73698081,-0.041390538975822976,0.0
2010-11-05,47077249.05173259,42592282.974229775,51237211.353572965,46975234.01119827,0.002171677112029133,0.0
2010-11-12,47398237.7563995,43133489.20838839,51780296.91877847,46969156.28541573,0.009135388091205635,0.0
2010-11-19,45253373.75549332,41392442.05980639,49775095.47904743,46963078.55963319,-0.03640529659845243,0.0
2010-11-26,65925024.73388051,61958909.41085913,70104071.41338527,46957976.09530961,-0.06689071255541248,0.47080609
2010-12-03,47649760.1703489,43522227.72605734,52104335.021046855,46952873.63098603,0.0148422553396809,0.0
2010-12-10,57377416.083346084,53408382.31419851,61108592.05251924,46947771.16666245,0.22215420791029394,0.0
2010-12-17,67385360.63521509,63083638.24625077,71799612.65556869,46942668.702338874,0.4354820997183246,0.0
2010-12-24,69891387.18671805,65843042.90567542,74052482.5886794,46938196.62489412,0.48900878628239597,0.0
2010-12-31,41896088.92535006,37722242.66705006,45869360.85482149,46933724.547449365,0.32105056842834523,-0.42838566
2011-01-07,48742348.20659503,44513449.08346774,53027554.66830227,46929252.47000461,0.038634660497720165,0.0
2011-01-14,38833489.783876754,34788199.73855504,43192223.542815425,46924780.392559856,-0.17243108099800533,0.0
2011-01-21,37323448.4698828,33204220.929793093,41383049.48079647,46920308.31511511,-0.2045353108249022,0.0
2011-01-28,42165733.27897972,37875185.718399584,46279258.57715514,46917296.9189778,-0.10127530680643484,0.0
2011-02-04,47424674.03376272,43230296.23330632,51230097.050296694,46914285.52284049,0.010879170496452303,0.0
2011-02-11,48241145.35440603,44065615.21821738,52470387.875544846,46911274.12670319,0.04658248664490727,-0.018233838
2011-02-18,47670765.47259006,43289996.05067851,52045442.917447515,46908262.73056589,0.016255190400119364,0.0
2011-02-25,45907868.88500637,41692874.92249332,50247960.3213197,46908379.62470965,-0.021329040732335384,0.0
2011-03-04,45347190.10537852,41037835.72354655,49127135.91402788,46908496.5188534,-0.03328408559944706,0.0
2011-03-11,45438065.3533592,41161688.76274827,49525919.284875564,46908613.41299717,-0.0313492118534998,0.0
2011-03-18,45280080.28583611,41134116.21452704,49783979.98677792,46908730.30714093,-0.03471955029780232,0.0
2011-03-25,45078270.5886371,41159598.635246634,49410945.34946364,46908847.20128469,-0.03902412277992313,0.0
2011-04-01,45538641.24780231,41230739.909047775,50002594.34330076,46912355.69453134,-0.029282572285943977,0.0
2011-04-08,46470292.73627634,41971277.98063861,50430155.34889874,46915864.18777798,-0.009497244891797433,0.0
2011-04-15,46784319.83362421,42410357.9953967,51107013.90111918,46919372.681024626,-0.0028784026657508767,0.0
2011-04-22,45907504.28796901,41675376.797672555,49981453.335640654,46922881.17427127,-0.021639269816598784,0.0
2011-04-29,44669114.844156675,40410784.73738527,48831206.87205475,46931247.12987561,-0.048200983866011446,0.0
2011-05-06,44401361.207419574,40024714.24988599,48333422.03095858,46939613.08547993,-0.054074835969313256,0.0
2011-05-13,45414977.1264641,41134293.59232978,49474366.09250266,46947979.04108426,-0.03265320352295939,0.0
2011-05-20,46730212.36609642,42629237.40424509,50983377.76977386,46956344.99668858,-0.004815805629848384,0.0
2011-05-27,47323908.51369799,43011410.99787783,51491311.29131048,46964710.95229291,0.00764824384355205,0.0
2011-06-03,47246667.2984804,42811995.36494602,51024345.21637709,46981196.54480688,0.00565057455316895,0.0
2011-06-10,47252820.76486774,43121369.314099014,51603661.112692505,46997682.13732085,0.005428749162595049,0.0
2011-06-17,47662441.07882383,43703335.79395728,51713829.03177891,47014167.72983481,0.013788893439830616,0.0
2011-06-24,47957474.34614694,44036802.60603658,52326823.87916779,47030653.322348766,0.01970674354544315,0.0
2011-07-01,47564916.477398746,43403526.04992082,51730375.74976681,47049932.77487684,0.010945471590490717,0.0
2011-07-08,46640637.21707676,42448922.29248033,50630632.65804843,47069212.227404915,-0.009105208905081735,0.0
2011-07-15,45845198.520224005,41789162.33974593,50177180.471142836,47088491.679932974,-0.026403333709642006,0.0
2011-07-22,45536208.959387764,41492925.417384356,49970519.89541336,47107771.13246105,-0.03336099618583628,0.0
2011-07-29,45550495.07373364,41378553.01709714,49576258.52977054,47127050.58498912,-0.03345330318120187,0.0
2011-08-05,45737261.95555626,41590362.57781551,49964800.83802553,47146330.700415134,-0.02988713488251317,0.0
2011-08-12,46250442.234802686,41807757.90122359,50313981.84580122,47165610.815841146,-0.019403301795703362,0.0
2011-08-19,47033269.15722104,42939259.764421016,51077958.68861751,47184890.93126715,-0.0032133543397816194,0.0
2011-08-26,47330426.74017843,43143518.69200821,51661891.60797745,47204171.04669316,0.0026746724004617535,0.0
2011-09-02,46288629.179189436,42341932.58009801,50340212.018644854,47223452.31927056,-0.01979573906966659,0.0
2011-09-09,46657898.16000704,42525523.01216817,50642307.138256654,47242733.59184796,-0.06488357423639217,0.052504201
2011-09-16,42545190.30981841,38358586.97705245,46623664.543962196,47262014.864425376,-0.09980159686669157,0.0
2011-09-23,42694320.76360465,38563350.229678005,46939886.80864817,47281296.13700278,-0.09701458606606013,0.0
2011-09-30,44135867.48294273,39948702.901984535,48335896.380364046,47300577.409580186,-0.06690636985747415,0.0
2011-10-07,45089744.28868206,40869990.15686882,49259366.56520359,47319858.7141251,-0.047128509806335074,0.0
2011-10-14,44680969.5391436,40446993.52580715,48633926.54322569,47339140.01867001,-0.05615164277335945,0.0
2011-10-21,44112109.833660364,39915778.484528795,48364830.45276578,47358421.32321492,-0.06854771334962609,0.0
2011-10-28,45071768.95170413,40870829.831477806,48974049.864343345,47377702.62775982,-0.048671285186052585,0.0
2011-11-04,47185967.84302573,42756025.07265426,51201038.07337097,47396983.93222016,-0.004452099515365722,0.0
2011-11-11,48001769.495984815,43734770.80267007,52024030.85243748,47416265.23668049,0.01234817327728669,0.0
2011-11-18,46180974.153349936,42207047.21475242,50228959.62684231,47435546.54114082,-0.026447937870870603,0.0
2011-11-25,66601300.52467516,62695783.1986503,70735378.92361638,47454827.84560115,-0.06733876015594473,0.47080609
2011-12-02,46980557.210332744,42868266.15024378,51110558.39523358,47474109.15006148,-0.010396233832817348,0.0
2011-12-09,56032774.12538941,51891311.26483104,60126932.77681979,47493390.48046795,0.1798015167696515,0.0
2011-12-16,66750032.76216632,62800341.128499985,70930476.04153521,47512671.81087441,0.40488905839408046,0.0
2011-12-23,71116654.20354846,66992572.82903,75348530.65026924,47531953.141280875,0.4961862390162247,0.0
2011-12-30,44510450.80598624,40085239.8253922,48661017.768841535,47551234.47168735,0.3644381368812967,-0.42838566
2012-01-06,51804286.37610178,47721336.95208408,55970468.880558796,47570515.84906136,0.08899988683061454,0.0
2012-01-13,40606691.70678201,36371911.35802257,44705122.081567846,47589797.226435386,-0.14673534931084695,0.0
2012-01-20,37526208.6493834,33664732.645954385,41597022.014921695,47609078.603809394,-0.21178460600620036,0.0
2012-01-27,41716775.48734337,37390831.776335135,45872027.123495996,47628359.98118341,-0.12411900170771233,0.0
2012-02-03,47421676.72983676,43466137.5709205,51244056.726453535,47647641.358557425,-0.004742409535452921,0.0
2012-02-10,49012320.159132846,44906713.884654164,53178487.64272835,47666922.72809446,0.04645880730865263,-0.018233838
2012-02-17,48825755.0387188,44720732.77035876,53224614.70706751,47686204.0976315,0.023896868342764485,0.0
2012-02-24,46930980.25214086,42884190.461463995,51121120.11169549,47705485.467168525,-0.01623513957447713,0.0
2012-03-02,46155301.848832235,42046865.80338711,50488175.72714885,47724766.836705565,-0.03288575496331694,0.0
2012-03-09,46234617.03398702,42100682.598497786,50517434.54361025,47744048.1979758,-0.03161506451505245,0.0
2012-03-16,46158509.56763768,41874533.135429636,50321739.56596294,47763329.559246026,-0.03359941625547093,0.0
2012-03-23,45920472.3134065,41427234.02558496,49809369.39114285,47782610.92051626,-0.03897105183740011,0.0
2012-03-30,46260650.87290298,42561462.397710025,50554932.38418565,47801892.28178649,-0.03224226772860932,0.0
2012-04-06,47209477.9215283,43120348.87082055,51422723.50887758,47821173.64305672,-0.012791315539308935,0.0
2012-04-13,47736669.68242478,43582970.75729249,52257422.698071904,47840455.00484584,-0.002169405002744037,0.0
2012-04-20,47052526.152601734,42976105.33813147,50919401.920872375,47859736.36663496,-0.016866165075576145,0.0
2012-04-27,45758616.644242756,41549398.28899997,50034206.729252666,47879017.72842409,-0.04428664548233876,0.0
2012-05-04,45250565.50216275,41025838.936328314,49161799.80117208,47898299.0902132,-0.05527823823271107,0.0
2012-05-11,46108155.814162,41960995.261332266,50042849.70423358,47917580.452002324,-0.03776118536812967,0.0
2012-05-18,47502872.71141098,43359207.692224145,51634594.155959524,47936861.81379144,-0.009053348215956948,0.0
2012-05-25,48284202.26287732,44020681.8742446,52390483.49256121,47956143.17558057,0.006840814660504287,0.0
2012-06-01,48280345.52119815,43839122.927770354,52307840.010635056,47975424.53736969,0.006355774581858011,0.0
2012-06-08,48223515.69084973,43684627.29001651,52256563.95181087,47994705.899158806,0.004767396474346031,0.0
2012-06-15,48590365.92269097,44304218.74353269,52559594.16073205,48013987.260947935,0.012004390691623162,0.0
2012-06-22,48971384.85017022,44979851.98658778,53042459.23352372,48033268.62273705,0.01953055151839274,0.0
2012-06-29,48709313.65873518,44500932.286239274,52714784.48572613,48052549.98452617,0.013667613361215903,0.0
2012-07-06,47816249.68552884,43610850.642000966,52089275.03843064,48071831.3463153,-0.005316661621339552,0.0
2012-07-13,46935395.929893136,42772568.46340986,50706414.520719066,48091112.70810442,-0.02403181613255792,0.0
2012-07-20,46532309.21675022,42178100.375872545,50519037.9781603,48110394.06989354,-0.03280132877005161,0.0
2012-07-27,46507746.30673371,42541934.13998521,50539404.6684065,48129675.43168265,-0.03369914944161999,0.0
2012-08-03,46661231.36814561,42395537.98655973,50609936.019313894,48148956.79347178,-0.030898393743140996,0.0
2012-08-10,47112849.50927562,42724581.15663507,51130409.51612082,48168238.1552609,-0.021910468109367674,0.0
2012-08-17,47899248.70413376,43615830.42438095,52017437.017598085,48187519.51705002,-0.005982271256238235,0.0
2012-08-24,48368909.92593054,44286018.4278066,52743449.35904066,48206800.878839135,0.003362783759470793,0.0
2012-08-31,47574381.28214285,43125908.516412765,51854342.97724746,48226082.240628265,-0.01351345430121606,0.0
2012-09-07,48054998.78366587,44202560.08748905,51860849.591963276,48245363.60241739,-0.056449964997557917,0.052504201
2012-09-14,43634640.76749453,39559290.36784167,47711816.653788686,48264644.9642065,-0.09592951942660352,0.0
2012-09-21,43437142.11708781,39246593.89151479,47612121.14924713,48283926.32599563,-0.10038090473802984,0.0
2012-09-28,44794090.658989675,40872571.51952969,48928099.60753203,48303207.68778475,-0.07264770181468669,0.0
2012-10-05,45979134.61709826,41774659.884693384,49994599.87582722,48322489.04957387,-0.04849407550326259,0.0
2012-10-12,45775407.05581912,41479460.52959459,50005692.3481879,48341770.411363,-0.053087905835998185,0.0
2012-10-19,45072408.292833574,40879703.08029283,49404040.77220213,48361051.77315211,-0.06800190152490129,0.0
2012-10-26,45717790.48967187,41731673.067220636,49840452.31962359,48380333.134941235,-0.055033574031891554,0.0
2012-11-02,47818174.866723076,43418068.88758499,51899209.92978013,48399614.49673035,-0.012013311181363902,0.0
2012-11-09,49074454.95642337,45025284.76677418,53185523.58348305,48418895.85851948,0.013539323569447904,0.0
2012-11-16,47628796.72123896,43610049.096841775,51961846.85676169,48438177.220308594,-0.01670955732682443,0.0
2012-11-23,45332658.61917929,40852076.998000905,49727146.31582778,48457458.58209772,-0.06448542813330412,0.0
2012-11-30,46974599.29201928,42948419.8012434,51154962.23472364,48476739.94388685,-0.030986833141138183,0.0
2012-12-07,55226228.98408917,50911713.3962106,59265299.613655694,48496021.30567596,0.1387785533166101,0.0
2012-12-14,66456322.28692738,62078376.49633172,70351686.69061312,48515302.66746508,0.3698012510080402,0.0
2012-12-21,72595831.64901425,68543967.47938485,76767003.66123135,48534584.029254206,0.495754689177044,0.0
2012-12-28,68118101.13975759,63760675.16454815,72497778.22076009,48553865.39104333,0.4029387895515164,0.0
2013-01-04,55411816.55087618,51154934.112272054,59679176.11528903,48573146.75283244,0.14079116250883944,0.0
2013-01-11,42996758.1781998,38730959.027987085,47056319.73808551,48592428.114621565,-0.11515518268036543,0.0
2013-01-18,38215207.300805315,34097137.04142406,42366766.414626524,48611709.476410694,-0.21386826934466024,0.0
2013-01-25,41529481.06257783,37303250.20588354,45702348.06442213,48630990.83819981,-0.14602848211029493,0.0
2013-02-01,47539857.752670676,43468536.98758805,51580981.79261305,48650272.19998893,-0.02282442414204027,0.0
2013-02-08,50801633.3645889,46453784.79826888,55185340.41120353,48669553.56177805,0.0438072603255857,0.0
2013-02-15,50200036.90476305,45855568.80566719,54358025.952774756,48688834.923567176,0.03103795733802628,0.0
2013-02-22,48209040.91545218,43726365.52701233,52189836.79190971,48708116.2853563,-0.010246246579939292,0.0
2013-03-01,47174224.72941157,42932670.32365319,51525359.89740759,48727397.64714542,-0.031874735625756045,0.0
2013-03-08,47183965.261827126,42944988.79124115,51449709.902028754,48746679.00893454,-0.032057850480870675,0.0
2013-03-15,47174330.98755023,43159695.97102506,51520404.15016199,48765960.37072366,-0.03263812239262192,0.0
2013-03-22,46907827.47548973,42726995.240409605,50981324.85918432,48785241.73251279,-0.03848324186475973,0.0
2013-03-29,47109836.44747563,43175946.97836881,51245204.79885818,48804523.0943019,-0.0347239669477302,0.0
2013-04-05,48024001.3482315,43750784.97335394,52400298.4943372,48823804.456091024,-0.01638141715438859,0.0
2013-04-12,48727887.27654662,44725540.60752909,53005432.87678706,48843085.81788014,-0.002358543474567853,0.0
2013-04-19,48249121.80667404,44105347.95798146,52521117.81648588,48862367.17966927,-0.012550463851665153,0.0
2013-04-26,46936395.33411373,43017390.11909949,50849330.266406044,48881648.54145839,-0.03979516373501223,0.0
2013-05-03,46187815.56341686,41857531.33102751,50380426.617983215,48900929.903247505,-0.05548185576835962,0.0
2013-05-10,46841420.70601946,42618831.747668,51212997.77173757,48920211.265036635,-0.04249349103900722,0.0
2013-05-17,48265855.92915737,44137547.40464827,52595672.923936516,48939492.62682575,-0.013764684950966001,0.0
2013-05-24,49225746.04506693,45238905.98831999,53442053.82921105,48958773.98861487,0.005452997179098949,0.0
2013-05-31,49323090.5133882,45124920.23689692,53519329.558137625,48978055.350404,0.007044688902319919,0.0
2013-06-07,49215206.59403532,45113585.129246846,53584318.909726135,48997336.71219312,0.004446565802585359,0.0
2013-06-14,49518774.08123132,45308909.48121602,53534827.23385358,49016618.07398224,0.010244607379708604,0.0
2013-06-21,49961823.344889455,45993897.07902121,53893140.76486204,49035899.43577135,0.018882572151672227,0.0
2013-06-28,49836660.64596049,45615629.93091039,54120207.69358193,49055180.79756048,0.015930628237310826,0.0
2013-07-05,49000567.00995681,44915925.43701794,53060945.02892123,49074462.1593496,-0.0015057760419837094,0.0
2013-07-12,48047808.319398984,43924100.14874942,52317191.54475513,49093743.52113872,-0.021304857334608733,0.0
2013-07-19,47542109.84444108,43444226.24817804,51513642.61816707,49113024.88292785,-0.03198571137150302,0.0
2013-07-26,47469068.64246041,43051997.1664089,51889761.35849195,49132306.244716965,-0.03385221922969247,0.0
2013-08-02,47592978.14028729,43382930.37892053,51546251.27676162,49151587.60650609,-0.03171025682215174,0.0
2013-08-09,47983364.301690616,43818024.06117738,51817614.88843183,49170868.9682952,-0.024150573124308107,0.0
2013-08-16,48750538.09223756,44512047.2090757,52845645.08548795,49190150.33008433,-0.008936997242269144,0.0
2013-08-23,49364806.016064495,44935420.83375041,53470168.024051994,49209431.691873446,0.0031574094406115645,0.0
2013-08-30,48827317.909873895,44585975.47560088,53013262.26145029,49228713.05366257,-0.008153679405576306,0.0
2013-09-06,46888225.19200809,42837147.49305219,50966404.22512056,49247994.4154517,-0.04791604717009999,0.0
2013-09-13,44792030.12215223,40514975.40941059,48923804.52015625,49267275.77724081,-0.09083606886086316,0.0
2013-09-20,44228875.89832649,40148185.880097106,48359268.17357417,49286557.139029935,-0.10261786447035637,0.0
2013-09-27,45433639.29391921,40961211.55386919,49639070.90985738,49305838.50081905,-0.07853429380042914,0.0
2013-10-04,46813840.68451908,42383994.390764736,51348985.34882822,49325119.86260818,-0.05091278409630014,0.0
2013-10-11,46856523.89725579,42601382.02337063,50862637.503473565,49344401.224397294,-0.050418634442997726,0.0
2013-10-18,46083117.25160064,41925602.01745237,50175835.687769905,49363682.58618642,-0.06645706241340653,0.0
2013-10-25,46406235.49008947,42190678.597364,50855341.787976444,49382963.947975546,-0.06027844867760536,0.0
